"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"H2-Eb1",5.02026681153889e-80,-1.17782326012211,0.939,0.967,9.29904021501348e-76
"Ubb",2.38778097398456e-42,-0.731559337149488,0.96,0.989,4.4228866981116e-38
"Gm11361",8.17123476137626e-35,3.23200544414215,0.268,0.032,1.51355781484972e-30
"Gm10260",2.48171604464078e-33,6.80753412770232,0.157,0,4.59688262948812e-29
"H2-D1",2.97216763232804e-32,0.531856571031941,1,0.997,5.50534610536123e-28
"Plin2",2.14092435476273e-29,1.73052894161047,0.675,0.508,3.96563418232701e-25
"mt-Co3",2.01306803042277e-26,-0.562972830553527,0.984,0.986,3.72880591275209e-22
"mt-Co1",2.61716276342847e-21,-0.38749952625243,0.998,0.997,4.84777058669856e-17
"H2-T22",5.94813039494205e-21,-1.19194646398741,0.377,0.571,1.10177219305512e-16
"Rpl10",1.71907567806819e-19,-0.481713834966391,0.946,0.968,3.18424387848572e-15
"Ucp2",7.25469471328654e-19,0.716295834390392,0.889,0.872,1.34378710174207e-14
"Rps18",3.97090569044807e-18,-0.468144152214282,0.974,0.982,7.35530861041696e-14
"Pdk4",1.4038839753339e-17,7.3775462869575,0.082,0,2.60041428751097e-13
"BC023719",2.25857346967067e-17,5.01497620757279,0.094,0.002,4.18355563787099e-13
"Eno1",4.40606298315784e-16,-1.02833358626232,0.329,0.52,8.16135046370327e-12
"H2-Aa",4.23763708933819e-14,-0.386841442546574,0.96,0.979,7.84937518058113e-10
"Abhd12",9.08473635625933e-14,1.21464171319296,0.393,0.264,1.68276571526992e-09
"H2-T23",1.66572972152453e-13,-0.54118297668642,0.734,0.834,3.08543116317989e-09
"mt-Co2",6.48118331754595e-12,-0.308745781246507,0.998,0.994,1.20050958590904e-07
"Hspa1b",9.89947559397449e-12,-0.869753558414019,0.424,0.586,1.83367986427189e-07
"Cd44",4.83884004458825e-11,0.75454442521717,0.715,0.604,8.96298341459081e-07
"Ifitm2",6.16145928524285e-11,-0.350817432746032,0.979,0.986,1.14128710340553e-06
"Actb",6.50487839591672e-11,0.30815345378514,1,1,1.20489862527565e-06
"Rpl37",1.98129089645182e-10,0.33101745938324,0.993,0.985,3.6699451274977e-06
"Shtn1",2.29623441210986e-10,1.03225419900463,0.358,0.22,4.2533150015511e-06
"Bcl2a1d",2.76920064015518e-10,-1.18203089534374,0.174,0.322,5.12939034575944e-06
"Hspa1a",4.31295680068776e-10,-0.729002395423738,0.583,0.697,7.98888988191393e-06
"Rpl13a",5.63962982286621e-10,-0.364985159063718,0.939,0.971,1.04462863208951e-05
"Ltb",1.66161251084116e-09,0.989620633295897,0.289,0.142,3.07780485383109e-05
"Rpl35",1.67644079476347e-09,-0.398731545228804,0.772,0.858,3.10527128414037e-05
"Clca3a1",1.86265695797068e-09,4.85147747528991,0.042,0,3.45019948324909e-05
"Xist",4.95424943109711e-09,-0.53964701731145,0.553,0.7,9.17675622122117e-05
"Etfb",5.3934688956688e-09,0.79953654687811,0.412,0.264,9.99032243544731e-05
"Ifitm3",7.20364127674338e-09,-0.26395596949322,0.993,0.992,0.000133433047369118
"Mndal",8.51202861117946e-09,-0.302302292649879,0.793,0.905,0.000157668305964877
"Rpl37a",1.84082445825656e-08,0.256918298112635,0.995,0.992,0.000340975914402863
"Dhrs3",2.84165067407868e-08,1.56607525642766,0.151,0.053,0.000526358954359594
"Rps26",3.17663263991792e-08,0.30018984827301,0.977,0.976,0.000588407663891996
"Gm10076",5.22953301993343e-08,-0.853260956631835,0.183,0.325,0.000968666401282269
"Napsa",5.59699898847396e-08,-0.435433838940992,0.72,0.812,0.00103673212263503
"Angptl4",5.96707275477935e-08,3.29508412676553,0.056,0.005,0.00110528088636778
